brand,processor_brand,processor_name,proc_gn,ram,ram_type,ssd,hdd,graphic_card_gb,Price
2,1,4,13,8,0,128,1000,0,102605
4,2,2,13,4,1,1024,0,0,111555
2,2,5,11,16,0,0,2000,6,170581
0,1,3,9,4,0,128,500,2,93082
3,0,5,12,4,0,128,500,4,117676
6,1,3,11,8,0,128,2000,0,102055
4,1,1,10,32,0,0,1000,0,165678
3,1,0,13,4,0,128,1000,6,142082
4,1,5,12,16,1,512,2000,6,175827
1,2,2,9,4,1,0,1000,0,75351
2,0,0,11,8,2,512,1000,0,104046
5,1,0,12,32,0,512,500,0,175912
6,0,1,11,16,2,128,1000,8,183949
2,0,3,11,8,1,256,0,0,92164
3,0,7,11,4,1,512,500,4,120061
1,1,5,9,4,0,512,0,4,107780
1,2,5,12,32,0,256,2000,2,193255
1,1,6,8,8,2,1024,1000,6,146323
3,0,3,8,8,1,128,0,2,94303
3,0,4,9,32,2,1024,1000,0,172514
3,2,7,9,16,2,1024,0,6,171302
3,1,2,13,8,2,0,500,0,99933
1,0,6,11,32,0,0,2000,6,222043
1,2,1,12,8,1,128,0,8,162666
4,0,7,12,32,2,256,500,8,239682
2,2,3,10,4,1,0,2000,8,146395
6,2,7,10,4,1,512,0,2,99148
5,1,1,8,8,2,128,0,6,127259
1,0,0,10,8,2,1024,500,2,123421
5,1,5,10,4,0,128,2000,6,135267
2,0,0,8,16,1,0,2000,0,112288
2,1,5,13,32,2,256,500,8,242104
5,0,6,8,16,2,1024,1000,8,183403
1,1,1,10,16,1,256,500,6,164414
5,2,3,12,16,2,128,2000,2,145972
4,0,3,10,4,1,256,500,2,97697
0,0,7,11,8,2,256,1000,4,133794
1,2,6,11,16,1,128,500,8,185533
1,1,3,11,4,2,1024,500,8,158897
6,0,4,13,32,2,256,0,2,187605
3,0,4,9,8,0,256,1000,8,156717
0,1,0,11,32,1,128,2000,2,193384
2,2,5,12,16,0,512,1000,4,160390
1,1,7,13,8,2,256,2000,6,159587
5,1,2,9,16,1,0,2000,6,163492
0,1,1,9,8,1,1024,0,4,131438
6,0,5,11,16,2,256,1000,8,188731
2,2,6,10,32,2,128,0,0,161035
3,2,3,8,32,2,0,500,8,218168
3,1,5,10,16,2,128,1000,2,131198
6,0,2,10,8,1,256,500,0,91793
6,1,2,9,32,0,0,1000,4,195213
5,0,4,9,8,1,1024,2000,6,155967
1,0,6,13,8,1,1024,500,6,161932
3,0,5,13,32,1,1024,1000,8,252728
2,0,7,9,4,1,512,1000,6,132049
0,2,5,12,4,2,128,500,8,149720
2,0,4,12,8,0,256,0,2,113556
4,0,0,8,32,1,0,1000,2,170946
4,1,2,9,4,1,128,0,4,102890
6,1,6,11,16,0,256,0,2,135215
5,2,6,13,8,2,512,0,8,168874
4,1,7,9,4,1,256,0,6,124168
3,0,6,12,32,2,128,0,2,183217
2,1,5,9,32,1,256,0,2,181097
2,2,4,12,8,1,0,0,8,161037
6,1,4,9,32,0,512,0,2,190659
1,1,6,11,16,0,0,1000,6,165473
1,2,6,8,16,2,512,2000,6,166574
0,2,4,11,4,1,512,2000,6,146786
0,0,6,12,32,2,256,0,6,222132
0,1,1,13,16,0,0,1000,0,126595
1,0,6,13,8,0,512,1000,6,157237
6,1,1,10,32,0,512,1000,0,169560
6,1,2,11,4,0,256,500,6,135773
6,0,5,9,8,0,128,2000,6,142909
1,1,3,8,8,2,128,0,8,145044
0,1,1,9,8,2,1024,500,6,145646
0,1,1,9,16,0,1024,0,2,138968
6,2,6,11,8,1,512,500,6,150203
4,0,3,8,16,1,128,1000,4,142448
5,2,0,10,8,1,512,500,8,158677
1,0,3,9,16,1,0,1000,8,174686
5,0,2,8,32,1,128,500,6,202488
5,1,1,10,16,0,128,0,4,143122
0,0,6,9,16,2,128,0,6,158970
0,2,4,8,32,0,1024,500,2,184670
4,2,3,11,8,1,256,2000,8,171658
5,2,6,13,32,1,256,2000,8,246353
5,0,7,13,8,2,1024,500,4,147705
6,2,0,9,16,0,1024,0,0,131485
0,0,4,9,8,2,1024,0,4,130605
5,2,7,8,16,1,256,2000,2,134529
2,2,7,13,8,1,512,500,4,141499
4,0,3,9,16,2,1024,2000,0,131463
2,2,7,10,16,1,512,500,2,138170
2,1,2,9,4,0,512,0,2,96043
1,0,2,13,8,1,0,1000,0,105569
1,0,3,12,8,1,256,0,6,146226
4,0,6,13,4,0,512,0,4,127293
2,1,5,10,16,1,256,500,2,131969
5,0,6,8,16,2,256,0,4,141556
0,2,6,10,4,2,0,0,0,74338
4,2,6,12,4,1,256,2000,8,160285
6,2,6,12,32,0,512,500,0,174424
2,0,4,9,16,0,128,2000,4,153558
4,2,5,9,32,2,512,500,2,182899
3,0,4,13,8,1,512,2000,4,150842
3,2,7,11,32,0,256,2000,8,241709
1,1,0,10,4,0,512,1000,2,101139
0,1,6,13,4,2,128,0,8,151608
5,1,0,11,4,2,256,2000,6,140400
0,1,2,13,4,0,1024,1000,0,106373
0,0,3,12,32,2,512,2000,6,234626
0,2,3,9,32,0,512,2000,4,204013
0,1,4,9,32,1,0,1000,6,204670
6,0,4,13,4,2,1024,1000,0,107000
6,1,2,9,4,2,1024,1000,2,107045
1,1,6,8,16,1,128,0,8,168389
4,0,0,13,16,0,1024,0,2,151291
3,0,1,12,4,0,0,2000,6,141709
0,2,0,13,16,2,128,0,4,158894
1,2,5,13,8,0,1024,1000,6,167291
4,1,7,9,8,0,128,500,0,87918
3,1,3,12,4,1,1024,0,0,97371
2,2,7,13,32,1,1024,1000,4,220744
5,2,5,9,8,1,1024,1000,2,116402
6,0,4,10,8,2,512,1000,0,100590
2,2,0,12,32,1,1024,1000,0,186677
0,2,3,11,16,1,512,2000,4,165048
2,1,7,8,32,0,256,1000,2,174699
5,2,1,11,16,1,0,1000,6,168019
1,1,4,12,16,2,128,2000,8,194588
3,2,5,13,32,1,128,0,4,204233
2,0,1,9,16,2,256,500,2,131466
6,2,7,12,8,0,1024,2000,8,180926
6,2,1,8,4,0,0,2000,4,109917
4,2,0,12,16,1,256,0,6,173639
2,1,6,9,8,0,256,0,6,134305
0,0,1,11,32,1,128,1000,2,186026
2,2,4,10,16,0,512,0,2,135016
1,1,5,11,8,2,512,500,6,146387
3,0,7,9,16,0,1024,2000,6,182561
3,1,0,9,32,1,512,500,4,204430
1,1,6,8,4,1,256,1000,2,91523
2,0,6,12,16,1,1024,500,8,203325
1,2,5,12,4,2,512,1000,6,139728
5,1,2,11,16,0,0,500,8,182867
1,1,0,10,16,1,128,2000,2,136172
6,2,0,10,32,2,512,500,2,187106
1,2,3,8,16,2,1024,0,0,120823
3,0,5,9,8,2,128,500,6,138560
6,0,6,8,8,0,128,2000,2,107433
0,0,6,12,4,0,256,0,2,109364
4,2,1,13,4,0,1024,500,6,151737
0,1,5,13,8,2,256,500,0,102740
3,1,2,13,4,0,128,0,0,87531
6,0,3,9,4,1,256,1000,0,80408
4,2,7,8,8,2,1024,1000,0,100915
3,1,5,11,8,0,512,1000,4,132420
5,0,3,12,8,2,0,2000,6,154234
1,1,0,13,32,2,512,2000,6,236379
0,1,3,10,32,0,128,0,6,209622
3,2,1,8,8,2,512,500,0,88339
4,2,4,12,16,0,256,2000,0,131047
5,1,6,12,8,0,1024,1000,2,130652
2,0,1,10,32,0,512,500,4,199135
4,2,7,10,4,2,512,500,6,132053
1,1,5,10,16,2,1024,500,4,163268
4,2,1,13,16,0,256,0,6,174341
5,2,6,13,4,2,0,2000,0,97031
4,2,4,8,16,0,512,2000,0,121058
5,1,1,10,4,1,128,500,6,129240
3,0,4,11,32,2,256,0,8,230650
5,0,1,12,16,2,256,0,0,120488
5,0,6,10,16,1,512,2000,2,144765
0,2,2,12,4,1,1024,2000,0,107387
5,1,3,9,4,1,512,0,2,93975
5,2,5,9,32,0,512,1000,4,199203
2,0,5,10,4,0,512,0,0,90602
3,0,5,12,4,1,128,1000,0,90299
1,1,6,9,32,0,1024,2000,4,212843
0,2,0,10,8,2,512,0,2,106958
2,0,2,12,8,1,0,0,8,161942
6,1,7,10,4,2,1024,0,2,102611
3,2,4,13,32,0,128,0,6,217951
3,2,6,12,8,1,1024,500,6,157445
6,0,0,9,32,0,1024,500,6,222203
1,0,7,10,4,2,256,2000,4,119014
5,2,4,9,4,0,256,2000,2,100444
2,2,4,10,32,2,512,0,0,167103
4,0,2,8,16,0,512,500,6,161616
0,2,3,9,4,2,1024,2000,2,113015
4,0,5,9,4,0,0,1000,0,74487
6,2,1,11,4,1,512,500,2,106369
3,0,7,13,4,1,1024,500,4,134451
1,1,6,9,32,0,1024,500,6,222802
3,0,7,12,32,2,1024,0,8,246135
0,0,3,10,32,0,1024,1000,6,229216
3,1,5,8,32,1,1024,0,6,213427
3,2,7,12,16,2,256,2000,4,168794
0,1,3,12,32,0,128,1000,0,169931
2,0,6,12,32,0,128,0,6,217912
2,2,2,12,4,2,1024,500,0,101543
0,1,0,8,16,0,512,1000,0,112801
1,2,4,11,4,1,0,500,4,115411
6,2,6,13,16,1,1024,2000,6,193784
3,1,5,9,8,2,0,1000,4,122276
1,2,4,12,16,0,256,2000,4,165484
3,1,0,9,16,0,128,2000,8,184919
6,0,6,9,4,1,256,2000,4,118820
2,2,1,12,16,2,512,1000,8,193557
0,0,6,11,16,2,512,2000,0,130465
5,0,6,9,4,2,1024,0,0,88436
5,2,1,10,8,1,512,0,2,110862
5,1,6,9,8,1,512,2000,2,117255
2,2,4,13,8,2,256,500,0,101440
2,0,5,12,16,2,0,2000,6,176375
6,0,0,8,4,0,128,2000,2,94565
3,1,5,9,8,0,512,500,4,128167
6,2,7,11,8,2,512,1000,2,122062
6,0,1,10,8,1,256,1000,0,97351
2,0,2,10,8,1,128,2000,6,147784
5,0,1,8,4,0,256,0,0,70580
4,1,0,13,8,2,0,0,6,147528
3,0,7,8,16,1,256,0,2,124087
2,0,7,13,16,1,128,2000,4,164640
5,2,2,9,4,1,128,0,4,104543
1,2,5,12,32,1,512,0,0,172703
4,0,4,11,8,0,0,1000,6,146196
4,0,5,10,8,1,1024,2000,2,125830
2,2,2,8,16,1,512,0,6,162632
0,1,5,11,8,2,256,500,6,132385
0,1,4,13,32,2,256,1000,6,227937
0,1,7,12,16,0,128,2000,2,146742
2,1,5,10,32,0,128,0,6,209645
2,1,4,10,4,0,128,2000,4,122786
5,1,4,13,4,0,1024,1000,0,110991
1,1,3,12,4,1,1024,2000,8,170473
0,1,2,10,16,2,512,2000,6,177694
3,2,3,12,4,1,1024,1000,4,139340
6,1,1,10,16,1,128,1000,4,153121
1,1,7,9,16,1,512,500,0,116529
0,1,2,13,8,2,512,0,0,109578
5,0,7,12,16,0,0,1000,8,187383
4,2,3,11,16,0,1024,2000,8,206210
4,2,0,9,8,2,256,1000,8,153614
5,2,4,11,32,2,256,0,2,185425
2,1,7,13,8,0,0,500,2,114202
4,1,2,10,8,1,128,0,4,120016
0,0,1,11,4,0,0,2000,0,85318
3,2,2,9,4,2,128,0,6,117940
1,1,7,12,8,0,1024,1000,0,114864
1,2,2,8,4,0,1024,1000,2,102998
0,0,1,11,8,0,512,1000,4,132271
4,0,4,8,4,2,512,0,6,122688
1,0,0,13,16,2,512,0,8,196876
6,2,4,11,4,0,512,0,8,151140
3,1,2,11,4,0,256,1000,2,103795
3,1,1,12,16,1,512,1000,4,164226
1,0,1,10,8,1,512,1000,0,100591
5,1,7,9,4,0,512,0,2,93806
1,0,3,9,4,2,128,0,0,71216
5,2,2,9,16,1,512,2000,6,175245
0,0,2,13,16,0,0,500,0,128316
6,2,2,10,16,1,512,1000,6,175614
2,0,2,8,32,1,512,0,4,191431
3,1,7,9,16,1,256,500,2,129288
1,1,3,8,8,2,512,0,0,83932
6,0,3,10,4,0,128,0,4,109190
5,1,5,13,4,2,1024,1000,4,141430
5,1,2,10,32,2,512,500,0,169461
3,1,2,12,4,1,512,0,8,154496
0,2,5,9,4,0,512,500,8,141436
1,1,3,13,8,1,256,500,6,150456
4,2,1,12,4,2,512,1000,4,136621
5,0,1,9,8,2,256,500,2,106169
2,1,6,10,32,0,256,2000,2,188392
2,1,4,10,8,2,256,2000,4,132579
5,1,6,11,16,2,128,1000,8,187100
0,0,3,11,16,0,1024,1000,4,166324
0,2,0,10,32,1,128,2000,6,220440
6,2,2,10,4,0,128,1000,4,114822
2,1,6,8,8,2,1024,500,0,97993
6,0,7,8,16,0,128,0,8,168587
2,0,1,12,8,1,1024,1000,0,118827
1,0,7,11,16,2,512,2000,0,133629
1,0,5,11,8,1,256,0,4,130836
0,0,3,10,4,1,128,500,4,111344
1,2,3,10,32,0,1024,0,2,193167
4,2,6,12,4,1,0,2000,0,94919
1,2,2,13,8,0,128,0,4,134924
3,1,3,13,16,0,128,2000,2,150490
1,0,6,13,16,1,1024,1000,0,141656
6,1,6,11,32,0,0,1000,2,185866
5,0,4,8,4,0,0,2000,8,140660
6,2,4,13,4,1,512,1000,6,149291
5,1,3,9,4,2,128,500,0,73756
0,2,6,12,16,0,256,0,4,153296
6,0,5,13,32,0,128,2000,8,247773
0,0,5,9,16,1,256,2000,2,138620
4,0,4,13,4,0,256,2000,6,145148
0,2,3,8,8,1,1024,500,0,93920
3,0,1,8,16,2,128,500,6,155995
1,2,2,13,32,2,1024,500,8,254688
6,1,0,9,4,1,512,2000,6,135254
0,0,1,12,8,2,256,500,0,100722
5,0,5,9,16,1,0,1000,8,179764
4,0,5,12,8,0,256,0,2,113087
1,1,1,13,8,2,512,1000,0,111542
4,0,4,12,32,0,256,1000,6,225264
5,2,4,10,16,0,1024,500,0,128958
1,2,3,11,32,1,128,2000,8,238903
1,0,4,11,4,2,0,1000,6,130803
0,0,7,8,8,2,1024,0,2,108654
0,1,0,10,32,0,128,500,4,194464
6,1,1,11,32,0,0,1000,2,186107
6,1,1,13,4,1,512,500,0,97377
2,0,6,12,16,2,256,0,4,154016
2,1,5,12,32,1,0,500,8,235591
3,1,1,9,8,1,512,2000,6,147368
4,2,7,9,8,1,128,1000,6,136521
6,1,1,12,8,2,0,1000,8,166002
0,2,2,13,8,1,512,2000,0,118713
5,2,7,12,32,2,128,0,2,186488
0,1,3,9,8,1,1024,0,4,130230
4,2,2,11,32,0,256,500,8,231849
2,0,2,8,16,1,512,1000,0,117143
0,0,1,9,8,1,1024,0,0,96816
3,1,4,13,16,2,128,2000,4,167215
4,0,1,11,32,0,0,2000,8,237001
2,2,7,11,4,0,256,2000,2,107728
5,0,3,11,16,2,128,0,2,131594
2,1,5,10,8,2,512,2000,8,172621
1,1,0,10,4,0,256,1000,6,134090
3,2,4,11,16,2,1024,0,2,145935
4,1,7,13,32,0,256,0,6,221754
5,0,5,12,32,1,1024,1000,8,251344
3,1,7,13,32,1,128,2000,0,180715
0,2,4,10,16,0,0,0,8,176993
3,1,5,9,32,0,256,1000,0,163598
4,0,4,10,16,1,0,1000,8,179847
6,2,7,12,8,1,0,500,6,144891
3,0,2,8,8,0,256,2000,6,141337
1,2,0,10,16,2,256,2000,8,190121
3,1,6,13,16,2,0,1000,0,129621
2,2,0,13,4,0,512,0,8,159673
2,2,2,11,32,2,512,500,0,173966
5,1,4,11,8,1,256,500,6,147871
2,0,0,11,8,1,0,0,4,121361
0,1,4,8,4,2,0,500,2,83975
4,2,4,12,16,0,128,0,6,166223
4,1,5,9,16,1,0,500,8,173732
6,2,3,13,4,1,512,0,8,159992
6,1,4,13,32,1,128,1000,0,178357
4,1,0,12,16,2,512,1000,2,148081
1,0,5,8,16,0,1024,500,6,168080
6,2,0,11,32,2,256,500,2,183091
5,0,2,12,32,0,1024,1000,2,204237
2,2,6,9,4,0,256,2000,6,133994
4,1,4,11,4,2,512,0,0,85293
6,2,1,9,4,1,512,0,0,90025
4,0,4,10,16,0,1024,500,0,128766
0,0,4,9,4,2,256,1000,4,109185
3,0,1,11,16,1,256,500,2,135435
2,2,5,10,8,0,512,2000,4,132442
4,0,4,11,32,0,0,1000,0,166806
3,0,2,13,32,1,128,1000,6,224820
6,0,5,11,8,0,512,1000,2,118535
3,1,3,10,4,2,1024,0,6,138036
2,1,0,9,16,0,256,500,8,174547
4,2,4,13,16,0,128,2000,2,149285
0,2,5,8,16,1,1024,0,6,163416
1,0,2,8,32,2,1024,2000,0,173765
6,1,4,8,4,1,0,0,4,99409
4,0,1,8,16,2,256,1000,6,161020
2,0,5,12,16,1,1024,0,8,195348
6,1,7,8,16,0,256,500,0,109265
5,1,6,10,8,2,128,500,8,151581
3,1,4,8,16,2,1024,2000,4,162423
1,2,2,11,8,0,1024,1000,8,177445
2,2,5,8,16,1,128,1000,6,159710
5,0,1,9,16,2,256,2000,6,167085
4,2,5,10,16,0,256,500,0,117409
0,1,4,10,8,0,1024,500,4,138749
6,1,5,13,16,2,128,2000,4,170616
3,2,6,12,4,2,512,1000,2,112652
6,0,5,11,16,2,256,2000,2,147442
1,0,0,10,8,0,512,2000,6,154153
4,2,3,9,8,1,1024,0,8,161431
6,0,0,8,4,1,512,2000,8,148407
3,0,3,10,32,2,512,500,0,169661
4,0,5,9,4,0,256,0,4,117601
0,1,1,8,4,0,1024,1000,6,136837
0,1,1,12,8,2,512,1000,8,170869
2,2,4,10,16,0,512,500,2,135837
4,1,1,10,16,0,512,1000,6,169892
2,0,3,9,32,0,256,2000,0,168594
4,1,2,13,32,2,1024,500,6,235340
0,2,3,11,32,2,128,1000,8,231707
2,1,0,12,32,2,256,2000,0,181812
5,0,5,11,8,1,256,1000,2,101652
3,0,4,10,4,1,512,0,2,97550
5,2,7,11,16,2,1024,1000,8,197475
6,1,4,8,4,0,0,500,0,70423
0,1,4,12,16,0,0,2000,2,143561
5,1,4,11,16,2,128,2000,0,126866
4,0,2,8,16,0,1024,500,6,166872
6,2,6,9,16,0,256,0,4,145164
6,1,0,11,8,1,0,2000,4,130275
5,0,5,12,16,0,128,500,4,156335
5,0,6,8,4,0,1024,1000,2,104252
0,0,7,11,4,2,128,0,8,147195
3,1,6,9,4,1,0,500,4,104717
5,1,5,11,4,1,512,1000,8,154896
1,1,0,8,8,0,512,2000,4,129476
5,1,0,11,32,2,1024,2000,6,236653
2,1,5,12,32,1,128,0,4,199735
4,1,7,10,16,1,256,1000,8,185168
1,1,5,8,16,0,0,500,2,118689
1,1,7,8,4,1,512,2000,6,131846
2,1,7,8,4,2,512,500,8,137677
2,0,5,8,32,2,128,500,0,153396
6,1,3,11,32,1,512,500,4,202929
3,2,0,12,4,2,128,0,6,136475
4,0,7,9,16,2,0,500,2,124984
0,1,5,12,8,0,128,0,0,96088
1,2,1,8,8,1,512,0,4,119383
0,1,3,13,32,1,128,1000,6,229279
5,2,0,11,32,0,512,2000,8,246695
5,2,7,13,32,0,1024,500,4,220486
0,2,0,11,8,0,512,1000,6,149948
5,2,3,8,8,0,512,1000,4,123936
3,0,0,11,4,2,512,1000,6,140708
2,0,2,8,16,2,1024,1000,8,190253
5,2,4,12,32,0,256,1000,4,209400
6,1,2,10,4,1,512,500,6,135532
5,2,3,11,8,1,256,1000,0,98851
4,0,7,8,4,1,0,2000,2,94135
3,1,5,13,8,0,128,0,6,147063
4,0,6,8,16,2,256,0,6,152088
4,0,5,13,8,2,0,2000,6,157207
6,1,0,11,4,2,128,500,4,112182
3,2,6,9,16,2,512,0,2,133651
3,2,6,13,8,1,512,2000,4,147402
3,2,0,8,32,1,512,2000,6,215085
3,2,0,11,8,2,1024,1000,6,161418
3,1,7,8,16,0,1024,0,2,130798
6,1,3,9,4,2,1024,1000,0,91441
5,1,1,10,16,2,1024,500,4,158174
4,0,5,9,4,0,0,0,0,70112
3,1,3,12,8,2,0,0,6,140900
1,2,2,11,8,1,512,2000,6,154271
5,0,7,9,16,0,128,0,8,174411
5,2,7,10,32,0,1024,500,8,239823
4,2,1,8,8,2,128,500,0,83095
6,1,2,11,32,1,0,0,8,226644
0,1,5,13,32,1,1024,2000,2,214055
0,2,4,9,8,1,0,500,0,106694
5,2,2,10,8,2,0,1000,8,153437
2,0,5,9,32,2,256,500,8,227010
2,1,6,12,8,1,0,0,2,112745
4,0,0,11,4,2,512,1000,2,111632
0,0,7,8,32,1,0,0,0,149909
5,0,5,10,16,2,1024,0,4,161291
6,2,3,9,16,0,512,0,2,128680
0,0,1,11,32,0,0,2000,8,237367
5,0,0,9,8,2,512,2000,0,99626
5,2,3,11,4,2,0,500,4,112178
3,1,0,12,4,1,512,0,0,92103
6,1,7,9,16,0,128,1000,8,178757
3,0,2,12,16,1,256,1000,4,163102
4,2,4,13,8,2,512,1000,4,143969
3,1,2,13,16,1,1024,2000,2,167270
1,0,5,10,8,1,256,2000,6,149639
3,0,5,12,32,2,256,0,8,237515
1,2,2,11,4,0,0,1000,6,134270
0,0,7,10,32,1,512,1000,8,233914
2,1,5,9,16,2,256,2000,0,120093
5,2,5,9,4,1,1024,2000,6,143657
1,1,6,11,4,2,1024,1000,4,130813
6,1,2,8,32,2,1024,1000,2,187555
3,1,2,8,8,2,0,500,8,144990
1,0,4,9,4,0,128,2000,2,99408
6,0,5,11,8,0,512,0,8,163469
2,1,3,8,32,2,256,0,4,188044
2,1,2,12,32,0,512,1000,4,214747
3,2,7,9,8,1,256,2000,4,130393
4,2,2,13,32,0,0,0,4,201353
3,0,4,12,4,0,512,2000,4,129492
0,0,6,11,32,1,0,1000,2,185708
1,2,4,13,32,1,0,1000,0,172834
5,1,2,12,4,1,512,1000,6,142260
4,0,1,8,8,2,512,2000,2,111211
3,1,3,8,32,1,256,0,6,199244
6,2,0,13,8,1,1024,500,0,117607
4,0,2,10,4,1,512,0,8,139844
1,0,5,9,8,2,128,2000,0,94256
4,2,2,13,8,0,256,0,0,103590
1,0,3,11,16,2,256,500,8,187065
3,2,5,9,16,0,1024,0,6,167449
1,0,7,12,32,1,1024,500,4,217265
4,2,1,11,16,2,0,2000,8,187966
6,0,5,11,16,2,256,1000,8,187164
2,1,4,8,16,0,256,500,0,107805
4,1,6,12,8,2,128,2000,8,171493
1,1,4,8,8,2,0,1000,2,100632
2,0,0,8,16,0,0,500,4,136117
1,0,5,10,4,2,1024,1000,0,96768
6,1,7,8,16,2,0,0,6,151594
1,1,2,9,4,1,128,2000,6,129445
3,2,5,11,8,1,0,2000,6,152029
5,2,5,8,4,1,512,2000,6,133952
4,2,4,13,8,1,512,2000,6,166375
5,1,5,9,4,1,128,500,0,77110
1,1,5,12,8,2,1024,0,2,126522
6,1,5,11,8,2,256,1000,2,116592
4,2,7,13,16,1,0,2000,6,181715
1,0,1,13,32,0,1024,0,2,212309
2,1,3,12,32,1,1024,500,4,218735
0,0,3,13,8,2,0,500,2,116941
1,0,5,9,16,0,256,500,8,179769
5,0,7,12,32,1,0,0,6,215172
4,2,7,13,32,0,256,1000,8,244314
5,0,0,12,16,1,128,0,8,185741
4,1,5,12,16,2,256,2000,6,181589
1,2,4,8,32,1,1024,500,0,169824
3,1,4,8,32,0,128,2000,2,177571
2,1,6,8,8,2,512,1000,4,113169
1,2,1,13,4,1,128,1000,0,91975
5,1,5,11,8,1,256,0,4,128140
0,1,6,9,32,1,128,0,6,203037
0,2,4,13,16,1,128,500,2,143122
6,1,4,8,16,2,512,500,0,116925
4,0,5,12,32,2,256,2000,6,228600
5,1,6,13,8,1,1024,500,0,114947
6,0,6,12,16,2,128,500,8,188321
5,1,5,12,32,0,0,2000,2,195100
4,2,1,12,32,2,1024,1000,2,204952
1,2,0,10,8,0,128,500,6,139696
1,1,6,11,32,0,1024,500,6,227171
0,2,0,9,16,2,0,2000,6,167655
1,1,2,9,4,1,1024,2000,2,112542
1,2,1,8,8,2,1024,2000,8,169298
3,0,4,10,32,0,0,2000,2,183569
0,1,3,13,8,0,0,2000,6,157736
6,0,1,13,32,2,0,500,4,203122
2,0,0,9,4,0,512,0,8,138763
3,1,0,11,8,2,0,0,2,107468
6,0,0,12,32,2,1024,0,4,212445
4,1,7,8,4,1,0,500,8,133868
3,0,1,11,16,0,128,1000,2,139662
6,1,5,9,32,2,0,500,6,203810
4,1,6,10,4,0,0,0,2,94180
0,2,7,8,4,2,256,0,8,133431
2,1,6,9,8,2,1024,2000,6,154300
4,1,7,13,32,1,1024,2000,0,195396
1,0,0,8,16,2,128,2000,4,145320
5,1,5,9,32,1,512,500,6,216660
4,2,1,13,4,0,256,1000,6,143564
4,0,2,13,16,1,128,1000,8,194931
2,0,0,12,4,1,128,2000,8,160573
5,2,2,10,8,0,1024,1000,4,138977
1,0,4,12,32,1,256,0,8,234902
6,0,0,9,4,1,1024,0,6,137263
6,0,3,11,4,2,512,2000,4,125404
4,0,6,12,32,1,1024,2000,4,220547
5,2,3,11,16,2,0,2000,2,140281
5,2,5,13,4,1,1024,1000,6,154268
1,0,2,9,32,0,0,500,6,204299
2,0,1,10,8,0,128,2000,8,160654
0,2,0,11,8,1,512,1000,6,153185
6,2,1,9,32,2,0,2000,8,229772
2,2,5,11,4,1,512,500,6,137372
3,0,5,12,32,2,1024,2000,2,205876
0,0,6,9,32,1,1024,0,6,217572
2,1,5,12,4,0,128,2000,2,113500
6,2,0,8,16,0,1024,0,6,167060
0,0,0,9,16,2,0,0,6,154939
3,2,1,11,8,1,128,1000,0,95058
0,0,1,8,16,2,512,1000,6,166795
0,2,2,12,32,0,128,0,2,184123
3,0,0,12,4,2,512,0,4,125224
4,1,3,11,8,1,256,2000,2,124220
2,1,2,8,16,2,0,2000,6,162947
3,2,6,13,32,1,0,0,8,235345
1,0,2,10,8,1,512,1000,0,100156
1,0,7,11,4,0,1024,2000,8,165720
0,2,1,12,16,1,1024,2000,0,141509
6,0,3,9,32,1,256,2000,0,169983
3,2,1,8,4,1,512,1000,8,140893
2,0,7,13,32,2,256,0,6,221688
0,2,7,10,32,0,512,2000,2,192062
5,0,4,9,32,2,256,1000,8,228481
6,2,0,8,4,2,512,1000,4,108285
2,0,6,13,8,0,0,1000,0,103136
2,1,5,11,32,2,256,1000,2,187205
4,0,7,13,8,2,256,2000,4,142068
0,2,2,11,8,1,512,0,2,115578
4,1,5,8,16,2,128,0,6,150106
2,0,2,13,16,0,128,1000,4,161691
6,1,1,10,8,2,0,0,8,153064
3,0,2,13,16,1,1024,0,2,167110
3,1,5,8,16,2,1024,0,8,180644
6,2,5,9,8,0,0,0,8,145881
2,0,0,9,8,1,1024,500,2,102949
1,0,2,13,16,2,512,0,2,147484
3,2,6,13,16,0,128,0,0,123908
1,1,0,11,4,0,0,1000,0,84961
3,2,3,8,4,2,512,1000,4,110120
3,2,4,11,8,2,0,500,4,111673
0,1,3,10,8,1,128,2000,4,132379
0,2,6,9,4,2,1024,500,0,86327
5,0,0,12,8,1,512,0,8,166891
4,0,4,12,32,2,128,0,6,217212
6,0,0,8,32,0,0,2000,6,207489
6,2,5,8,4,0,256,2000,2,94470
6,0,4,12,4,0,512,1000,0,95998
5,0,1,8,32,0,0,0,2,166169
0,0,2,9,8,1,0,0,6,128169
2,0,3,10,8,0,128,0,2,103253
1,0,4,10,4,1,0,0,0,76449
1,0,2,11,4,1,512,0,0,87569
2,2,0,9,4,1,512,0,0,77770
5,0,6,8,32,2,0,0,6,197103
2,0,4,8,16,1,128,0,0,105549
6,1,2,11,4,2,512,1000,4,125268
4,2,0,11,8,1,256,500,4,129955
3,2,0,8,16,2,1024,0,0,114510
1,2,0,8,8,2,128,1000,4,118285
0,2,6,9,16,0,128,0,0,110132
0,0,5,11,32,1,1024,2000,6,233698
5,0,6,9,16,2,1024,0,4,154343
0,1,6,13,8,0,512,500,6,156999
6,1,1,8,16,1,0,1000,4,140976
1,2,3,12,32,0,0,2000,8,241053
2,1,0,12,8,2,256,2000,8,169028
6,1,2,13,4,0,0,0,6,133364
5,2,4,8,16,0,256,500,4,143118
6,2,3,11,8,1,256,500,8,164096
2,1,0,12,16,2,128,0,0,122548
4,0,7,11,32,1,128,0,2,183491
