brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,rating,Number of Ratings,Number of Reviews,Price
Lenovo,Apple,M1,8,16.0,DDR5,1024.0,0.0,MacOS,64,6,5,100,0,169246
Lenovo,Apple,M1,11,8.0,DDR3,256.0,500.0,Windows,64,2,5,0,100,115576
HP,Apple,i3,12,8.0,DDR4,1024.0,2000.0,Linux,32,6,5,0,100,169008
Asus,Apple,Ryzen 5,8,16.0,DDR3,256.0,2000.0,MacOS,32,8,2,0,20,179548
MSI,Apple,i7,12,4.0,DDR3,256.0,2000.0,Windows,32,0,3,50,10,94855
Acer,Intel,Ryzen 7,8,,DDR4,256.0,1000.0,Linux,32,0,4,50,500,160238
Lenovo,AMD,i7,10,32.0,DDR4,1024.0,1000.0,Windows,64,4,2,0,100,208723
MSI,AMD,i3,13,4.0,DDR5,1024.0,1000.0,Linux,64,0,4,5000,0,107103
HP,AMD,Ryzen 7,11,32.0,DDR4,512.0,500.0,Linux,32,4,1,50,10,204649
MSI,AMD,Ryzen 7,10,8.0,DDR5,0.0,2000.0,Linux,32,0,1,50,10,95457
Apple,Intel,Ryzen 5,11,8.0,DDR5,0.0,500.0,Windows,32,6,4,50,10,142721
Dell,Intel,i7,12,8.0,DDR3,0.0,500.0,Linux,32,6,1,500,100,145184
Lenovo,Intel,M2,8,8.0,DDR3,256.0,0.0,MacOS,32,8,3,1000,0,147073
HP,Apple,i7,9,4.0,DDR3,0.0,2000.0,MacOS,64,6,3,50,500,130101
Acer,Apple,i7,9,32.0,DDR4,1024.0,0.0,Linux,64,2,2,500,20,183829
Asus,Apple,Ryzen 5,11,32.0,DDR4,512.0,1000.0,Linux,32,6,4,500,50,224083
Apple,AMD,Ryzen 7,13,16.0,DDR5,128.0,1000.0,MacOS,32,4,2,50,50,159231
HP,Apple,i3,13,4.0,DDR5,512.0,500.0,Windows,64,8,3,5000,10,163113
Acer,AMD,i7,11,32.0,DDR5,0.0,500.0,Windows,32,2,3,500,50,182347
Asus,Apple,Ryzen 3,10,32.0,DDR4,0.0,0.0,MacOS,32,2,3,100,50,176149
Asus,AMD,M2,9,16.0,DDR5,1024.0,0.0,Windows,64,0,5,500,100,122894
HP,Apple,M2,10,8.0,DDR5,512.0,500.0,Windows,64,4,1,1000,20,127756
Apple,Apple,Ryzen 5,12,32.0,DDR4,1024.0,2000.0,Linux,64,6,2,500,50,239529
MSI,Intel,,9,8.0,DDR3,1024.0,500.0,Windows,32,6,2,50,500,146087
MSI,Apple,i3,12,16.0,DDR4,128.0,2000.0,MacOS,32,0,3,5000,500,129908
Asus,Apple,Ryzen 3,8,32.0,DDR5,1024.0,0.0,Windows,64,6,5,0,20,215791
MSI,Intel,i7,10,8.0,DDR3,1024.0,1000.0,Linux,32,2,2,100,50,121558
Dell,AMD,i5,11,4.0,DDR4,128.0,1000.0,MacOS,32,6,2,500,500,132850
Asus,Intel,i3,9,8.0,DDR3,256.0,0.0,MacOS,32,6,5,5000,10,137440
Asus,Intel,Ryzen 5,10,8.0,DDR3,256.0,0.0,MacOS,32,2,3,100,10,104854
Acer,AMD,i5,11,8.0,DDR5,128.0,1000.0,Linux,32,4,5,1000,500,130133
MSI,Apple,Ryzen 7,8,8.0,DDR4,1024.0,2000.0,MacOS,64,4,1,500,20,132962
Apple,AMD,M1,9,4.0,DDR5,0.0,0.0,Linux,32,2,2,500,20,84051
Asus,Apple,i5,12,16.0,DDR4,512.0,2000.0,Linux,64,2,1,100,20,149609
Apple,Apple,M1,8,8.0,DDR4,0.0,2000.0,Windows,64,8,2,500,20,153387
Dell,AMD,M2,13,8.0,DDR4,0.0,1000.0,MacOS,32,8,1,500,0,164056
Acer,Intel,Ryzen 3,11,32.0,DDR3,1024.0,2000.0,Windows,64,6,2,0,10,234672
HP,AMD,i3,9,32.0,DDR3,512.0,1000.0,Windows,64,6,3,100,50,216900
Apple,Apple,Ryzen 3,9,4.0,DDR5,512.0,0.0,Linux,32,8,4,50,0,144135
Asus,AMD,Ryzen 3,8,4.0,DDR4,256.0,500.0,Windows,64,6,5,50,20,121871
Dell,AMD,i7,9,4.0,DDR4,128.0,500.0,Windows,32,4,2,1000,50,107860
Lenovo,Apple,Ryzen 5,11,32.0,DDR3,1024.0,500.0,Windows,32,4,5,0,10,216255
Dell,Intel,i5,8,8.0,DDR4,512.0,500.0,MacOS,64,0,2,100,20,87816
,AMD,i3,12,32.0,DDR5,1024.0,500.0,Windows,32,8,4,100,100,250264
Acer,Apple,M2,8,16.0,DDR4,256.0,500.0,Linux,64,4,3,0,20,140039
HP,Apple,Ryzen 7,8,4.0,DDR4,0.0,2000.0,MacOS,64,0,3,0,50,78501
Lenovo,AMD,Ryzen 5,12,4.0,DDR3,512.0,2000.0,Linux,32,2,5,1000,10,117736
MSI,Intel,Ryzen 5,13,4.0,DDR4,256.0,500.0,MacOS,32,4,4,50,20,125906
MSI,AMD,i3,11,16.0,DDR5,1024.0,0.0,MacOS,32,0,5,5000,10,131033
Apple,Intel,Ryzen 5,13,8.0,DDR5,256.0,0.0,MacOS,32,6,3,100,0,152701
Dell,Intel,i7,13,8.0,DDR5,256.0,2000.0,Linux,32,0,1,5000,100,111761
Acer,Intel,Ryzen 5,13,8.0,DDR5,256.0,2000.0,Windows,32,4,5,0,500,146149
Acer,Intel,M2,10,4.0,DDR3,256.0,500.0,MacOS,32,6,2,100,500,126856
MSI,AMD,M2,13,8.0,DDR4,,0.0,Linux,32,6,3,50,0,149520
Apple,Apple,i7,10,32.0,DDR3,256.0,1000.0,MacOS,32,0,2,100,500,166548
Apple,Apple,i5,12,4.0,DDR5,128.0,500.0,Windows,32,0,4,5000,100,87146
Apple,Apple,i5,11,16.0,DDR4,1024.0,2000.0,MacOS,64,4,3,100,0,174260
Lenovo,Apple,Ryzen 3,13,16.0,DDR3,0.0,2000.0,Linux,64,6,3,0,10,181164
HP,Apple,M2,9,8.0,DDR4,1024.0,2000.0,MacOS,32,8,5,0,10,175174
Lenovo,Apple,i7,12,4.0,DDR5,512.0,1000.0,Linux,32,0,5,0,0,95948
Asus,AMD,Ryzen 7,10,32.0,DDR5,512.0,0.0,Windows,32,8,2,50,50,229723
Asus,Intel,i5,11,32.0,DDR4,1024.0,2000.0,Windows,32,8,5,500,0,254147
HP,Apple,Ryzen 5,8,4.0,DDR4,256.0,500.0,MacOS,32,6,1,50,20,121316
MSI,AMD,i3,11,8.0,DDR5,128.0,1000.0,Windows,64,4,3,0,50,128637
HP,Apple,i3,11,16.0,DDR3,0.0,0.0,Linux,32,8,4,1000,10,178720
Acer,Apple,M1,13,16.0,DDR5,256.0,500.0,MacOS,32,4,3,100,0,162574
Asus,Intel,,13,32.0,DDR4,,500.0,Linux,64,0,2,100,50,189717
Dell,Intel,i7,10,32.0,DDR3,1024.0,1000.0,MacOS,32,6,5,5000,20,231326
Dell,Intel,Ryzen 7,10,32.0,DDR5,128.0,1000.0,Linux,32,2,3,100,100,182107
MSI,Apple,Ryzen 3,13,16.0,DDR4,128.0,1000.0,MacOS,64,6,5,5000,10,181878
Acer,Apple,Ryzen 5,13,32.0,DDR4,1024.0,2000.0,Linux,32,2,2,100,50,213112
Lenovo,Apple,i7,9,16.0,DDR4,256.0,0.0,Linux,32,0,5,1000,500,110983
Acer,Intel,M1,9,16.0,DDR3,256.0,2000.0,MacOS,64,4,4,5000,50,154109
Dell,AMD,i3,12,8.0,DDR3,256.0,1000.0,Linux,32,0,2,0,500,101620
Dell,Apple,i7,13,8.0,DDR3,0.0,1000.0,Windows,64,6,3,500,50,150891
Asus,Apple,Ryzen 5,8,8.0,DDR3,0.0,1000.0,Linux,32,2,3,100,0,101985
Acer,Apple,Ryzen 7,9,32.0,DDR4,256.0,2000.0,MacOS,64,2,4,5000,10,186475
Acer,AMD,M2,10,16.0,DDR4,1024.0,500.0,Windows,64,6,1,500,10,173489
Dell,Apple,Ryzen 7,11,32.0,DDR3,128.0,1000.0,Windows,32,6,5,5000,0,219553
Lenovo,AMD,i5,12,16.0,DDR3,512.0,2000.0,Linux,64,0,3,50,0,135114
MSI,Apple,Ryzen 5,9,8.0,DDR4,128.0,1000.0,Linux,64,8,4,50,500,154488
Apple,AMD,M1,11,8.0,DDR5,128.0,2000.0,Linux,32,2,5,100,500,122445
MSI,Apple,i5,11,32.0,DDR5,512.0,0.0,Windows,64,6,2,0,500,219601
Acer,Intel,i5,9,16.0,DDR4,256.0,0.0,Windows,64,0,4,1000,0,112978
MSI,Intel,i5,8,32.0,DDR3,128.0,2000.0,Windows,32,8,2,5000,20,227813
Dell,Intel,i7,8,4.0,DDR3,512.0,1000.0,MacOS,64,4,2,100,50,111757
Dell,Intel,M1,12,32.0,DDR4,1024.0,2000.0,MacOS,32,6,2,50,20,241235
Acer,Apple,i3,8,8.0,DDR5,1024.0,0.0,Linux,64,8,5,50,10,161672
Acer,Intel,Ryzen 7,12,16.0,DDR4,1024.0,2000.0,MacOS,64,4,1,5000,0,175486
Apple,AMD,M2,10,16.0,DDR4,256.0,0.0,MacOS,64,4,2,5000,50,146270
Apple,Intel,,9,32.0,DDR4,128.0,0.0,Linux,64,0,3,5000,500,157401
Asus,Intel,i3,11,8.0,DDR3,128.0,500.0,Linux,32,2,5,500,100,114961
Acer,Intel,Ryzen 7,12,4.0,DDR3,0.0,1000.0,Windows,64,6,5,1000,50,139142
Lenovo,Apple,M2,8,32.0,DDR3,1024.0,2000.0,Windows,32,8,2,5000,100,238989
MSI,Intel,,12,16.0,DDR5,256.0,1000.0,Linux,32,4,3,5000,50,159313
Acer,AMD,M2,13,8.0,DDR4,512.0,1000.0,Linux,64,2,4,100,0,127159
HP,Intel,M1,12,16.0,DDR4,256.0,0.0,MacOS,32,4,5,0,100,156006
Asus,Intel,Ryzen 5,8,16.0,DDR5,128.0,0.0,MacOS,64,6,2,500,100,151989
HP,Intel,M2,13,16.0,DDR3,1024.0,2000.0,MacOS,32,6,2,1000,10,193920
Dell,AMD,Ryzen 7,13,16.0,DDR4,0.0,2000.0,Linux,64,0,1,500,50,132493
Apple,Intel,Ryzen 7,8,4.0,DDR5,256.0,2000.0,Linux,32,6,1,5000,20,127535
MSI,AMD,M1,13,8.0,DDR3,0.0,0.0,Windows,32,6,4,0,500,147415
Acer,AMD,Ryzen 7,9,32.0,DDR3,128.0,500.0,MacOS,64,6,4,5000,20,210234
HP,Intel,Ryzen 3,11,8.0,DDR4,512.0,2000.0,Windows,64,2,4,50,10,126339
MSI,AMD,Ryzen 5,9,8.0,DDR3,,0.0,Linux,32,8,4,5000,10,152355
Dell,Apple,i7,9,8.0,DDR5,128.0,500.0,MacOS,32,8,2,100,10,151784
Apple,Intel,M2,8,32.0,DDR3,1024.0,1000.0,Windows,32,6,2,100,0,219119
Lenovo,Intel,i7,8,8.0,DDR4,256.0,0.0,Linux,32,8,2,0,0,146733
Asus,AMD,i3,11,32.0,DDR5,0.0,2000.0,Windows,32,6,3,5000,0,221003
MSI,AMD,i7,12,32.0,DDR3,256.0,2000.0,MacOS,32,8,4,100,0,243960
MSI,Intel,i5,9,4.0,DDR3,128.0,500.0,Windows,64,8,3,100,10,140206
Lenovo,Apple,Ryzen 7,13,16.0,DDR3,128.0,500.0,Windows,64,4,5,5000,10,163412
MSI,AMD,,11,32.0,DDR5,0.0,0.0,Linux,64,2,5,500,0,180461
Dell,AMD,i3,9,16.0,DDR3,128.0,500.0,MacOS,32,4,2,0,0,141170
Dell,Apple,i3,12,8.0,DDR4,256.0,0.0,Windows,32,4,5,500,100,131628
Lenovo,Apple,i5,13,16.0,DDR5,0.0,500.0,Linux,64,8,2,100,50,187624
Asus,Intel,i3,9,16.0,DDR5,128.0,1000.0,MacOS,64,0,4,5000,100,113814
Acer,Apple,M1,10,16.0,DDR3,128.0,2000.0,Linux,64,0,3,1000,50,121926
HP,Intel,Ryzen 3,11,8.0,DDR5,256.0,2000.0,MacOS,64,2,2,5000,0,118026
Acer,Apple,M1,8,8.0,DDR4,128.0,1000.0,Linux,64,6,1,1000,0,131102
MSI,AMD,Ryzen 7,9,32.0,DDR5,256.0,2000.0,Linux,64,8,1,500,500,229357
HP,Intel,Ryzen 7,13,32.0,DDR4,1024.0,2000.0,Linux,64,2,4,50,0,214089
Lenovo,Intel,Ryzen 7,13,4.0,DDR3,256.0,2000.0,Windows,64,4,3,5000,100,134798
Lenovo,Intel,Ryzen 5,11,8.0,DDR5,512.0,2000.0,Windows,32,8,2,50,10,170883
Asus,Apple,i7,11,4.0,DDR4,128.0,1000.0,Linux,64,4,4,0,50,120422
HP,AMD,Ryzen 3,13,8.0,DDR3,1024.0,0.0,MacOS,64,2,3,1000,500,131643
Dell,Intel,i7,13,16.0,DDR4,0.0,2000.0,Linux,64,0,1,1000,100,130947
HP,Intel,Ryzen 3,13,4.0,DDR5,512.0,1000.0,Windows,32,2,2,500,500,113680
MSI,Intel,i7,9,4.0,DDR5,0.0,2000.0,MacOS,64,8,3,5000,0,146747
Dell,Intel,i5,13,4.0,DDR4,512.0,1000.0,Windows,32,8,5,100,10,164319
Apple,AMD,M2,8,8.0,DDR3,1024.0,1000.0,Linux,32,6,2,0,100,146191
Apple,Apple,M1,13,32.0,DDR3,1024.0,0.0,Windows,32,0,5,500,50,187089
,AMD,i3,8,4.0,DDR3,1024.0,500.0,Windows,32,8,4,50,500,148512
Lenovo,Intel,i3,9,32.0,DDR3,512.0,0.0,Windows,32,0,3,5000,500,161112
HP,AMD,M1,11,8.0,DDR4,256.0,0.0,Linux,64,8,3,100,500,159531
Apple,Intel,i5,8,4.0,DDR5,0.0,2000.0,Windows,64,0,3,0,0,78937
Acer,Apple,Ryzen 3,9,8.0,DDR4,256.0,1000.0,Linux,32,2,3,5000,50,108650
Asus,Apple,M1,13,32.0,DDR5,256.0,500.0,Linux,32,0,2,100,500,177277
Acer,Apple,Ryzen 5,9,32.0,DDR5,128.0,1000.0,Windows,32,4,5,50,0,194020
Apple,Intel,Ryzen 3,13,4.0,DDR4,0.0,2000.0,MacOS,32,2,5,500,0,115367
Asus,AMD,i3,9,32.0,DDR4,512.0,1000.0,Windows,32,8,4,500,20,231801
MSI,Apple,Ryzen 5,11,16.0,DDR3,128.0,2000.0,Windows,64,8,4,1000,50,190767
Acer,Intel,i7,8,16.0,DDR5,128.0,0.0,Windows,32,6,3,5000,10,153246
HP,Intel,Ryzen 5,11,4.0,DDR3,1024.0,0.0,MacOS,32,4,1,500,0,125105
HP,AMD,Ryzen 3,10,8.0,DDR3,512.0,2000.0,MacOS,32,6,1,1000,10,150558
Acer,Apple,i5,13,8.0,DDR4,256.0,0.0,Linux,64,2,3,500,100,118006
Apple,Intel,i7,8,8.0,DDR3,256.0,1000.0,MacOS,64,6,5,0,0,139256
HP,AMD,Ryzen 3,11,16.0,DDR3,256.0,,MacOS,64,2,4,5000,500,138224
MSI,Apple,i7,8,32.0,DDR3,1024.0,500.0,Windows,32,6,2,50,0,216263
Dell,AMD,Ryzen 5,10,16.0,DDR4,256.0,1000.0,Linux,32,0,1,5000,500,118782
Apple,AMD,i3,12,32.0,DDR3,0.0,500.0,Linux,64,2,4,5000,0,186114
MSI,Intel,Ryzen 3,13,16.0,DDR3,256.0,1000.0,MacOS,64,2,1,100,500,146756
Asus,Intel,M2,13,8.0,DDR4,256.0,2000.0,MacOS,64,0,5,50,10,116266
MSI,Intel,i5,9,8.0,DDR4,0.0,500.0,Windows,32,0,5,50,20,85929
Apple,AMD,M2,13,8.0,DDR4,1024.0,2000.0,MacOS,32,4,3,1000,50,155422
Asus,Intel,M2,13,4.0,DDR5,128.0,2000.0,MacOS,64,0,3,1000,0,100294
Apple,AMD,,11,4.0,DDR4,512.0,1000.0,Linux,64,6,1,0,50,139300
HP,AMD,Ryzen 5,13,32.0,DDR5,1024.0,500.0,MacOS,32,0,1,100,500,187332
Dell,Intel,Ryzen 3,13,4.0,DDR4,256.0,0.0,Windows,64,0,4,500,50,91211
Apple,Apple,i5,10,16.0,DDR4,128.0,0.0,Linux,32,2,3,500,500,127348
Apple,Apple,Ryzen 3,10,16.0,DDR4,512.0,0.0,Linux,64,2,5,50,50,135989
HP,Apple,Ryzen 5,8,32.0,DDR5,512.0,0.0,MacOS,32,0,4,5000,500,158134
Lenovo,AMD,Ryzen 3,8,32.0,DDR3,512.0,1000.0,Windows,32,4,4,0,10,196027
HP,AMD,i7,13,8.0,DDR4,0.0,2000.0,Linux,64,2,2,5000,500,122518
Asus,AMD,Ryzen 5,13,4.0,DDR5,0.0,500.0,Windows,32,6,5,100,50,140924
HP,Intel,Ryzen 3,9,8.0,DDR4,128.0,1000.0,Windows,32,6,4,500,100,138758
HP,AMD,M1,8,4.0,DDR3,256.0,0.0,MacOS,64,0,2,50,500,69166
Dell,Intel,i3,11,4.0,DDR5,128.0,500.0,Windows,32,0,3,0,10,81629
HP,Intel,Ryzen 3,13,32.0,DDR4,256.0,,Linux,64,4,5,100,10,212430
Apple,Apple,i7,11,8.0,DDR4,1024.0,2000.0,MacOS,32,0,3,5000,100,115253
Dell,Apple,i5,13,8.0,DDR4,512.0,0.0,Linux,64,8,2,50,20,168546
Acer,Apple,M1,11,4.0,DDR3,512.0,500.0,Windows,32,8,5,50,20,157120
Lenovo,Intel,i5,12,4.0,DDR5,0.0,500.0,Windows,32,0,1,5000,500,83991
Dell,Intel,M2,11,32.0,DDR4,1024.0,0.0,MacOS,64,8,1,0,0,241564
Asus,Intel,M1,8,16.0,DDR4,1024.0,2000.0,MacOS,64,6,1,0,20,172535
Acer,AMD,i5,13,8.0,DDR5,256.0,0.0,Linux,32,0,4,0,0,104998
Dell,Intel,i3,8,8.0,DDR3,1024.0,2000.0,Linux,64,6,1,0,50,149120
Dell,Apple,i7,11,32.0,DDR3,0.0,500.0,Windows,64,6,4,100,0,216029
Lenovo,Apple,M2,10,32.0,DDR3,256.0,0.0,MacOS,32,8,4,0,20,226056
Apple,Intel,Ryzen 5,10,8.0,DDR3,128.0,2000.0,Windows,64,4,2,0,0,129349
Asus,Intel,i5,10,8.0,DDR3,256.0,2000.0,Windows,32,6,1,0,10,147750
MSI,Apple,M1,13,4.0,DDR4,,1000.0,Linux,64,8,5,100,20,159350
MSI,Intel,i7,9,16.0,DDR4,256.0,2000.0,Linux,32,4,4,500,0,152443
Dell,Apple,Ryzen 3,12,8.0,DDR4,512.0,0.0,Linux,64,8,2,50,20,165132
HP,AMD,i3,11,32.0,DDR5,128.0,0.0,MacOS,32,8,4,1000,100,229662
Asus,Apple,i7,9,4.0,DDR3,0.0,2000.0,Linux,32,0,5,5000,20,84303
Acer,AMD,i7,10,,DDR5,128.0,0.0,MacOS,64,2,5,50,100,93739
HP,Intel,Ryzen 5,11,32.0,DDR3,128.0,500.0,Windows,64,4,1,100,0,197154
HP,Intel,i7,9,32.0,DDR3,256.0,500.0,MacOS,32,8,4,5000,100,227841
Asus,AMD,Ryzen 5,8,4.0,DDR5,512.0,0.0,Linux,64,6,5,0,20,123741
Apple,Intel,i3,10,32.0,DDR4,256.0,,MacOS,32,6,3,100,10,221311
Dell,AMD,i3,9,4.0,DDR5,256.0,500.0,MacOS,32,2,5,500,100,96810
Dell,Intel,Ryzen 3,13,32.0,DDR4,512.0,2000.0,Linux,64,4,5,1000,20,223608
Dell,Apple,Ryzen 5,8,4.0,DDR3,256.0,0.0,Linux,64,0,4,500,10,72852
Dell,Intel,Ryzen 5,10,8.0,DDR4,512.0,1000.0,Windows,64,4,5,0,50,134635
MSI,Apple,i5,12,8.0,DDR3,0.0,500.0,MacOS,32,6,2,100,500,146160
Dell,Apple,i5,10,32.0,DDR3,512.0,0.0,Windows,64,6,5,100,100,217306
MSI,AMD,Ryzen 3,13,16.0,DDR4,1024.0,500.0,Windows,64,0,3,0,100,139044
MSI,Intel,i3,12,8.0,DDR3,512.0,,MacOS,64,0,5,0,0,116128
Apple,AMD,Ryzen 7,12,4.0,DDR4,512.0,1000.0,Windows,32,6,1,1000,50,142002
Dell,Intel,i5,12,16.0,DDR5,1024.0,1000.0,MacOS,64,8,4,500,0,202961
Lenovo,Apple,i7,11,4.0,DDR3,512.0,0.0,Windows,64,8,3,0,0,149989
Acer,Apple,i3,11,4.0,DDR3,128.0,500.0,Windows,32,0,2,0,20,81791
HP,Intel,Ryzen 7,12,8.0,DDR5,256.0,1000.0,MacOS,64,8,5,500,0,170606
MSI,Intel,M2,8,32.0,DDR3,256.0,500.0,Linux,32,0,5,0,100,157869
Asus,AMD,i7,12,32.0,DDR5,0.0,2000.0,MacOS,64,4,2,5000,0,207012
Asus,Intel,M1,9,4.0,DDR5,0.0,2000.0,Linux,32,4,5,1000,10,115803
Acer,Intel,Ryzen 5,12,8.0,DDR3,1024.0,0.0,MacOS,32,4,1,1000,100,140214
Asus,Intel,i3,11,4.0,DDR5,128.0,1000.0,MacOS,32,0,3,500,500,83926
Lenovo,AMD,M1,11,16.0,DDR5,0.0,1000.0,Linux,64,0,5,50,20,120187
Asus,Intel,Ryzen 3,9,4.0,DDR5,256.0,500.0,Linux,64,8,2,1000,0,139963
HP,Apple,,9,8.0,DDR3,0.0,2000.0,MacOS,32,8,2,100,10,155139
HP,AMD,Ryzen 5,10,4.0,DDR5,0.0,1000.0,MacOS,64,8,3,100,500,144546
MSI,AMD,i7,8,8.0,DDR4,512.0,0.0,MacOS,64,2,1,50,10,98742
Dell,Apple,M1,8,32.0,DDR4,0.0,0.0,Linux,64,0,3,1000,100,149440
Apple,Apple,Ryzen 5,8,8.0,DDR5,1024.0,1000.0,MacOS,32,4,5,0,0,132727
Lenovo,Apple,i5,13,16.0,DDR4,256.0,0.0,Linux,64,4,1,5000,10,155426
MSI,Intel,i3,11,8.0,DDR3,1024.0,1000.0,Windows,32,2,1,50,0,123738
Lenovo,Apple,i5,8,16.0,DDR5,1024.0,,Linux,32,2,2,0,100,138702
Dell,Intel,i7,10,16.0,DDR3,128.0,1000.0,Windows,64,4,1,5000,50,147626
Asus,AMD,Ryzen 7,10,4.0,DDR4,512.0,1000.0,MacOS,64,0,5,100,10,88935
Asus,AMD,M2,8,16.0,DDR4,1024.0,500.0,MacOS,32,4,5,5000,20,155347
Apple,Apple,i7,9,8.0,DDR4,128.0,1000.0,Linux,64,4,5,50,0,124361
Dell,Intel,i3,10,32.0,DDR4,256.0,0.0,Windows,64,2,4,1000,500,181671
,Apple,Ryzen 5,9,8.0,DDR3,256.0,2000.0,MacOS,32,2,1,100,100,112786
Apple,Apple,M1,11,32.0,DDR5,128.0,500.0,MacOS,64,8,1,1000,100,228156
Dell,Intel,M1,13,16.0,DDR3,1024.0,2000.0,Windows,32,2,5,0,500,167707
Acer,Apple,Ryzen 3,10,4.0,DDR5,1024.0,,MacOS,32,4,2,1000,20,130233
HP,AMD,i7,9,16.0,DDR4,512.0,2000.0,MacOS,64,8,1,5000,50,185383
Apple,Apple,i3,8,16.0,DDR4,512.0,2000.0,Linux,32,4,4,50,0,154918
Apple,Intel,Ryzen 3,11,32.0,DDR4,256.0,2000.0,MacOS,64,0,1,0,50,172938
MSI,Intel,Ryzen 5,12,8.0,DDR4,512.0,0.0,Windows,64,0,3,50,100,103610
Lenovo,AMD,Ryzen 7,12,4.0,DDR3,128.0,1000.0,MacOS,64,2,4,5000,10,107379
Acer,Intel,i7,8,4.0,DDR5,256.0,0.0,Linux,32,8,2,0,50,135139
MSI,Intel,Ryzen 7,11,4.0,DDR5,1024.0,500.0,MacOS,32,6,4,50,10,144273
Dell,AMD,i3,11,4.0,DDR4,256.0,0.0,Windows,32,0,4,100,20,82153
Dell,Apple,Ryzen 7,11,8.0,DDR3,0.0,500.0,MacOS,64,0,1,50,100,91873
Dell,AMD,Ryzen 7,11,4.0,DDR4,256.0,1000.0,Windows,64,0,4,100,10,89973
Dell,Apple,i3,12,32.0,DDR5,512.0,2000.0,Linux,32,0,5,5000,0,186856
Lenovo,AMD,i3,9,32.0,DDR5,128.0,1000.0,MacOS,64,2,4,500,100,178705
Acer,Apple,i7,11,4.0,DDR3,1024.0,0.0,MacOS,64,8,1,1000,20,157883
Asus,AMD,Ryzen 7,9,4.0,DDR5,1024.0,0.0,Linux,32,0,5,0,0,87792
HP,Apple,Ryzen 3,11,8.0,DDR3,512.0,1000.0,Windows,32,2,2,1000,100,117102
Lenovo,AMD,M2,10,8.0,DDR4,512.0,1000.0,Windows,32,8,3,5000,50,164378
Lenovo,Apple,i3,13,4.0,DDR4,512.0,0.0,MacOS,64,8,4,100,500,157909
Asus,AMD,Ryzen 5,10,8.0,DDR3,0.0,1000.0,Windows,64,6,5,100,100,141594
Asus,Intel,Ryzen 7,13,16.0,DDR4,128.0,500.0,Windows,64,4,5,100,0,160096
HP,Apple,i3,10,4.0,DDR3,0.0,,MacOS,32,0,2,50,10,78083
HP,AMD,Ryzen 3,11,8.0,DDR4,512.0,0.0,Windows,32,2,2,1000,10,112395
Asus,Apple,M1,9,32.0,DDR4,128.0,0.0,Windows,32,8,3,100,100,220868
Dell,Apple,i7,13,4.0,DDR5,512.0,1000.0,MacOS,32,6,3,500,100,148337
Lenovo,AMD,Ryzen 7,12,4.0,DDR5,128.0,1000.0,MacOS,64,4,1,5000,20,118257
MSI,Apple,M1,8,32.0,DDR3,1024.0,2000.0,Windows,32,8,3,100,50,238605
HP,AMD,i3,13,32.0,DDR4,0.0,500.0,MacOS,64,8,3,1000,20,239220
HP,Intel,i3,13,8.0,DDR4,512.0,0.0,Windows,32,0,5,100,500,107237
Asus,Apple,Ryzen 5,12,32.0,DDR4,512.0,0.0,Windows,64,4,4,100,20,205883
Acer,Intel,Ryzen 5,11,16.0,DDR5,256.0,0.0,Windows,32,4,4,0,10,152792
MSI,Apple,Ryzen 7,10,4.0,DDR3,,0.0,Windows,64,2,3,100,10,105576
MSI,Apple,M1,10,16.0,DDR3,512.0,2000.0,MacOS,64,6,1,1000,0,176590
HP,Apple,M2,9,8.0,DDR3,,500.0,MacOS,32,2,1,5000,500,100930
Dell,AMD,M1,11,32.0,DDR4,1024.0,2000.0,Linux,64,6,4,0,500,236937
Acer,Intel,i3,12,4.0,DDR3,512.0,500.0,MacOS,32,2,2,0,20,106853
MSI,Apple,M2,11,,DDR5,0.0,0.0,Linux,64,6,5,100,0,211735
HP,AMD,Ryzen 7,11,32.0,DDR5,256.0,500.0,Windows,32,0,3,100,100,170665
MSI,Apple,i3,10,8.0,DDR3,256.0,0.0,MacOS,32,6,5,500,0,141171
Apple,AMD,Ryzen 5,12,8.0,DDR4,0.0,2000.0,Windows,32,2,3,1000,10,121265
Acer,Apple,Ryzen 3,8,8.0,DDR5,1024.0,500.0,Linux,64,4,3,5000,20,128495
Acer,Intel,i5,13,8.0,DDR5,0.0,1000.0,MacOS,64,8,4,1000,10,167572
Apple,Intel,M2,10,4.0,DDR4,0.0,500.0,MacOS,32,6,5,50,100,129123
Lenovo,Apple,i5,12,16.0,DDR4,256.0,0.0,MacOS,64,6,5,5000,50,171021
Apple,AMD,i3,9,16.0,DDR3,256.0,1000.0,MacOS,32,4,2,50,500,146434
Asus,Apple,M1,13,4.0,DDR5,256.0,0.0,Windows,64,0,2,1000,20,88813
Asus,AMD,Ryzen 5,13,32.0,DDR5,512.0,1000.0,MacOS,32,2,5,100,10,200620
HP,Apple,i7,10,4.0,DDR3,512.0,1000.0,Linux,32,0,2,0,50,85926
Acer,AMD,i7,9,16.0,DDR3,128.0,500.0,MacOS,32,6,2,500,100,156627
Lenovo,Intel,i5,10,16.0,DDR5,512.0,500.0,Linux,32,6,3,100,50,169650
Lenovo,Apple,Ryzen 3,11,4.0,DDR5,1024.0,1000.0,Linux,32,0,4,5000,10,99553
MSI,Intel,i5,12,8.0,DDR4,1024.0,1000.0,Windows,64,2,3,5000,10,129498
